Date,Time,Sender,Receiver,Amount,Payment Type,Sender Bank Location,Receiver Bank Location,Payment Currency,Receiver Currency,Is Suspicious,Type
2023-07-30,18:00:00,ACC01010455,ACC01010456,7469.431633441425,Debit Card,Spain,Spain,EUR,EUR,0,Periodical
2024-01-22,00:00:00,ACC01014995,ACC01014998,6136.19,Cheque,Germany,Germany,EUR,EUR,0,Normal Group
2023-10-28,00:00:00,ACC01000045,ACC01000046,8380.51,Debit Card,Japan,Japan,JPY,JPY,1,Cycle
2023-06-30,19:00:00,ACC01011151,ACC01011152,8229.045549721135,Debit Card,France,France,EUR,EUR,0,Periodical
2023-02-21,00:00:00,ACC01013186,ACC01013194,2734.43,Cash,United States,United States,USD,USD,0,Normal Group
2023-09-04,00:00:00,ACC01015832,ACC01015840,188.34,Debit Card,France,France,EUR,EUR,0,Normal Group
2023-09-17,00:00:00,ACC01011998,ACC01012004,4665.71,Cheque,United States,United States,USD,USD,0,Normal Group
2023-07-30,09:00:00,ACC01011243,ACC01011244,8038.31076955108,Debit Card,France,France,EUR,EUR,0,Periodical
2023-07-30,20:00:00,ACC01010119,ACC01010120,10204.270120730816,ACH,Netherlands,Netherlands,EUR,EUR,0,Periodical
2023-10-01,00:00:00,ACC01014833,ACC01014834,7125.7,Cross-border,Australia,Australia,AUD,AUD,0,Normal Group
2023-06-25,00:00:00,ACC01015049,ACC01015051,9936.44,Cash,Netherlands,Netherlands,EUR,EUR,0,Normal Group
2023-10-28,12:00:00,ACC01011027,ACC01011028,7829.996095791736,ACH,Japan,Japan,JPY,JPY,0,Periodical
2023-10-07,00:00:00,ACC01013492,ACC01013500,8203.8,Cheque,Japan,Japan,JPY,JPY,0,Normal Group
2023-04-16,00:00:00,ACC01011908,ACC01011911,2162.24,Cross-border,Spain,Spain,EUR,EUR,0,Normal Group
2023-11-20,11:33:00,ACC01002723,ACC01002724,419.3,Cheque,Japan,Italy,JPY,EUR,0,Single Transaction
2023-03-17,00:00:00,ACC01015238,ACC01015240,1343.78,Credit Card,Italy,Italy,EUR,EUR,0,Normal Group
2023-05-09,12:42:00,ACC01008789,ACC01008790,2074.09,Cash,Germany,United Kingdom,EUR,GBP,0,Single Transaction
2023-06-05,00:00:00,ACC01014905,ACC01014908,6215.35,Cross-border,United Kingdom,United Kingdom,GBP,GBP,0,Normal Group
2023-05-31,16:00:00,ACC01011573,ACC01011574,10247.161901688632,Debit Card,Japan,Japan,JPY,JPY,0,Periodical
2023-12-06,00:00:00,ACC01013114,ACC01013116,8083.88,Cash,Germany,Germany,EUR,EUR,0,Normal Group
2023-06-12,00:00:00,ACC01011764,ACC01011765,6666.33,Cheque,Netherlands,Netherlands,EUR,EUR,0,Normal Group
2023-02-16,00:00:00,ACC01011845,ACC01011848,9805.87,Cheque,Japan,Japan,JPY,JPY,0,Normal Group
2023-10-28,01:00:00,ACC01011095,ACC01011096,3202.2895137997425,ACH,Germany,Germany,EUR,EUR,0,Periodical
2023-10-31,00:00:00,ACC01012322,ACC01012325,1424.48,ACH,Australia,Australia,AUD,AUD,0,Normal Group
2023-01-01,02:00:00,ACC01010217,ACC01010218,3393.123725021041,Debit Card,Italy,Italy,EUR,EUR,0,Periodical
2023-10-28,00:00:00,ACC01012403,ACC01012410,8904.62,Cheque,Japan,Japan,JPY,JPY,0,Normal Group
2023-06-30,19:00:00,ACC01010959,ACC01010960,7200.945689654381,Debit Card,France,France,EUR,EUR,0,Periodical
2023-03-02,19:00:00,ACC01009709,ACC01009710,1895.1036008938227,Debit Card,France,France,EUR,EUR,0,Periodical
2023-04-30,00:00:00,ACC01014338,ACC01014341,2422.57,Credit Card,Japan,Japan,JPY,JPY,0,Normal Group
2023-01-01,12:00:00,ACC01010781,ACC01010782,3987.789744053798,ACH,Canada,Canada,CAD,CAD,0,Periodical
2023-09-11,00:00:00,ACC01015229,ACC01015231,8704.27,Cash,Spain,Spain,EUR,EUR,0,Normal Group
2023-01-29,00:00:00,ACC01015184,ACC01015185,2106.95,Cross-border,Netherlands,Netherlands,EUR,EUR,0,Normal Group
2023-02-27,00:00:00,ACC01015571,ACC01015574,560.36,Credit Card,United States,United States,USD,USD,0,Normal Group
2023-11-16,21:29:00,ACC01007979,ACC01007980,3931.05,Debit Card,Spain,Australia,EUR,AUD,0,Single Transaction
2023-11-07,00:00:00,ACC01013258,ACC01013260,7198.43,Cross-border,Australia,Australia,AUD,AUD,0,Normal Group
2023-03-28,00:00:00,ACC01014140,ACC01014146,3829.95,Debit Card,Netherlands,Netherlands,EUR,EUR,0,Normal Group
2023-06-02,00:00:00,ACC01015337,ACC01015341,2082.16,Cross-border,Germany,Germany,EUR,EUR,0,Normal Group
2023-01-26,00:00:00,ACC01012169,ACC01012172,1507.87,Credit Card,Spain,Spain,EUR,EUR,0,Normal Group
2023-09-30,22:49:00,ACC01008301,ACC01008302,2935.33,Cheque,United States,France,USD,EUR,0,Single Transaction
2023-06-14,00:00:00,ACC01012763,ACC01012764,7391.88,Cash,Spain,Spain,EUR,EUR,0,Normal Group
2023-09-18,00:00:00,ACC01015544,ACC01015546,2074.82,ACH,Netherlands,Netherlands,EUR,EUR,0,Normal Group
2023-03-02,15:00:00,ACC01010885,ACC01010886,8991.23805175986,Debit Card,Canada,Canada,CAD,CAD,0,Periodical
2023-11-18,00:00:00,ACC01015643,ACC01015645,8869.27,Cheque,Australia,Australia,AUD,AUD,0,Normal Group
2023-03-12,00:00:00,ACC01014419,ACC01014420,6857.76,Credit Card,Canada,Canada,CAD,CAD,0,Normal Group
2023-03-02,09:00:00,ACC01011351,ACC01011352,1015.2357767225687,ACH,United States,United States,USD,USD,0,Periodical
2023-05-31,06:00:00,ACC01009963,ACC01009964,7253.999797646823,ACH,Germany,Germany,EUR,EUR,0,Periodical
2023-03-02,11:00:00,ACC01009847,ACC01009848,3418.2800032535747,ACH,United Kingdom,United Kingdom,GBP,GBP,0,Periodical
2023-11-15,00:00:00,ACC01011854,ACC01011856,3697.3,Debit Card,France,France,EUR,EUR,0,Normal Group
2023-10-16,00:00:00,ACC01012196,ACC01012198,2691.99,Cheque,Netherlands,Netherlands,EUR,EUR,0,Normal Group
2023-07-30,23:00:00,ACC01010639,ACC01010640,5891.128111835091,ACH,Italy,Italy,EUR,EUR,0,Periodical
2023-09-12,00:00:00,ACC01014086,ACC01014094,5428.49,Credit Card,Netherlands,Netherlands,EUR,EUR,0,Normal Group
2023-10-09,00:03:00,ACC01005121,ACC01005122,2788.52,Credit Card,Japan,Canada,JPY,CAD,0,Single Transaction
2023-06-07,13:00:00,ACC01000111,ACC01000097,5867.84,Debit Card,Italy,Italy,EUR,EUR,1,Smurfing
2023-07-23,16:24:00,ACC01004997,ACC01004998,4339.53,Credit Card,Netherlands,Spain,EUR,EUR,0,Single Transaction
2023-09-28,14:00:00,ACC01010091,ACC01010092,9182.221027839942,ACH,United States,United States,USD,USD,0,Periodical
2023-10-31,00:00:00,ACC01012259,ACC01012262,1913.66,Cash,Spain,Spain,EUR,EUR,0,Normal Group
2023-10-17,00:00:00,ACC01013069,ACC01013070,4391.99,Cash,Italy,Italy,EUR,EUR,0,Normal Group
2023-04-25,00:00:00,ACC01013789,ACC01013797,6124.56,Debit Card,Japan,Japan,JPY,JPY,0,Normal Group
2024-01-10,00:00:00,ACC01015805,ACC01015806,3043.57,Cross-border,Germany,Germany,EUR,EUR,0,Normal Group
2024-01-30,00:00:00,ACC01014653,ACC01014658,1845.37,Cash,Australia,Australia,AUD,AUD,0,Normal Group
2023-08-29,17:00:00,ACC01010261,ACC01010262,1790.5463289997165,Debit Card,Canada,Canada,CAD,CAD,0,Periodical
2023-04-04,00:00:00,ACC01014140,ACC01014142,4944.76,Debit Card,Netherlands,Netherlands,EUR,EUR,0,Normal Group
2023-08-02,00:00:00,ACC01012988,ACC01012992,3625.4,Cash,Germany,Germany,EUR,EUR,0,Normal Group
2023-05-31,17:00:00,ACC01010967,ACC01010968,7316.194650681787,Debit Card,Netherlands,Netherlands,EUR,EUR,0,Periodical
2023-09-02,00:00:00,ACC01013195,ACC01013203,1079.34,Cash,Spain,Spain,EUR,EUR,0,Normal Group
2023-01-31,01:00:00,ACC01011357,ACC01011358,8800.005623445051,ACH,Japan,Japan,JPY,JPY,0,Periodical
2023-06-19,00:00:00,ACC01015580,ACC01015588,5621.4,Debit Card,Germany,Germany,EUR,EUR,0,Normal Group
2023-10-16,00:00:00,ACC01014104,ACC01014107,4979.41,Credit Card,Netherlands,Netherlands,EUR,EUR,0,Normal Group
2023-04-09,00:00:00,ACC01012772,ACC01012773,9989.8,Cash,Italy,Italy,EUR,EUR,0,Normal Group
2023-03-19,00:00:00,ACC01014572,ACC01014575,7839.92,Cross-border,Germany,Germany,EUR,EUR,0,Normal Group
2023-06-24,00:00:00,ACC01012511,ACC01012512,1602.16,Cross-border,Spain,Spain,EUR,EUR,0,Normal Group
2023-03-02,22:00:00,ACC01010439,ACC01010440,4096.583714256631,ACH,Italy,Italy,EUR,EUR,0,Periodical
2023-05-01,23:00:00,ACC01011227,ACC01011228,2742.1046262786895,Debit Card,France,France,EUR,EUR,0,Periodical
2023-07-30,00:00:00,ACC01012925,ACC01012932,6318.6,Cash,France,France,EUR,EUR,0,Normal Group
2023-01-31,14:00:00,ACC01010755,ACC01010756,4922.759759640404,ACH,Australia,Australia,AUD,AUD,0,Periodical
2023-05-01,14:00:00,ACC01010017,ACC01010018,6788.272531591538,Debit Card,Japan,Japan,JPY,JPY,0,Periodical
2023-11-22,00:24:00,ACC01009059,ACC01009060,2848.41,Debit Card,United States,United States,USD,USD,0,Single Transaction
2023-03-19,00:00:00,ACC01012016,ACC01012019,3661.15,Cash,Germany,Germany,EUR,EUR,0,Normal Group
2023-12-20,00:00:00,ACC01014509,ACC01014511,179.02,ACH,Spain,Spain,EUR,EUR,0,Normal Group
2023-12-16,00:00:00,ACC01014545,ACC01014548,2429.72,Cross-border,Italy,Italy,EUR,EUR,0,Normal Group
2023-07-17,06:55:00,ACC01000685,ACC01000686,456.16,Credit Card,Japan,Italy,JPY,EUR,0,Single Transaction
2023-08-21,00:00:00,ACC01014752,ACC01014754,2605.71,Cross-border,Italy,Italy,EUR,EUR,0,Normal Group
2023-10-28,18:00:00,ACC01010815,ACC01010816,2254.99543373423,ACH,Netherlands,Netherlands,EUR,EUR,0,Periodical
2023-04-01,14:00:00,ACC01010643,ACC01010644,2190.2355635530957,ACH,United States,United States,USD,USD,0,Periodical
2023-03-19,23:15:00,ACC01007463,ACC01007464,3769.98,Debit Card,United States,Australia,USD,AUD,0,Single Transaction
2023-11-05,00:00:00,ACC01015598,ACC01015600,4991.1,Cross-border,Netherlands,Netherlands,EUR,EUR,0,Normal Group
2023-12-19,00:00:00,ACC01014581,ACC01014583,981.54,Cash,Japan,Japan,JPY,JPY,0,Normal Group
2023-09-09,00:00:00,ACC01015454,ACC01015456,5974.56,Cash,Netherlands,Netherlands,EUR,EUR,0,Normal Group
2023-06-30,10:00:00,ACC01010009,ACC01010010,6117.440544844967,Debit Card,United Kingdom,United Kingdom,GBP,GBP,0,Periodical
2023-05-10,00:00:00,ACC01015112,ACC01015114,6319.86,Cheque,United Kingdom,United Kingdom,GBP,GBP,0,Normal Group
2023-12-21,16:40:00,ACC01003719,ACC01003720,1571.04,Cross-border,Canada,Spain,CAD,EUR,0,Single Transaction
2023-02-27,00:00:00,CASH_DEPOSIT,ACC01000125,4657.08,Cash,Australia,Australia,AUD,AUD,1,Deposit-Send
2023-05-01,05:00:00,ACC01010975,ACC01010976,3505.14193428972,Debit Card,Italy,Italy,EUR,EUR,0,Periodical
2023-08-25,00:00:00,ACC01015211,ACC01015214,4441.11,Credit Card,Japan,Japan,JPY,JPY,0,Normal Group
2023-05-09,14:24:00,ACC01008959,ACC01008960,2135.74,Cheque,Italy,Japan,EUR,JPY,0,Single Transaction
2023-03-29,01:39:00,ACC01001981,ACC01001982,4862.38,Cross-border,Japan,Spain,JPY,EUR,0,Single Transaction
2023-12-11,00:00:00,ACC01014545,ACC01014553,4004.89,Cross-border,Italy,Italy,EUR,EUR,0,Normal Group
2023-05-01,23:00:00,ACC01011459,ACC01011460,3370.5066642826687,ACH,United States,United States,USD,USD,0,Periodical
2023-05-31,11:00:00,ACC01010659,ACC01010660,1174.8327483889263,Debit Card,Japan,Japan,JPY,JPY,0,Periodical
2023-01-01,09:00:00,ACC01010387,ACC01010388,2530.3371718060735,ACH,Italy,Italy,EUR,EUR,0,Periodical
2023-07-30,08:00:00,ACC01011117,ACC01011118,5448.646153443608,ACH,Spain,Spain,EUR,EUR,0,Periodical
2023-12-24,00:00:00,ACC01013159,ACC01013162,1289.41,Cross-border,Japan,Japan,JPY,JPY,0,Normal Group
2023-06-20,00:00:00,ACC01014779,ACC01014787,1229.5,Cash,United Kingdom,United Kingdom,GBP,GBP,0,Normal Group
2023-04-13,00:00:00,ACC01015148,ACC01015151,7805.87,Cheque,Canada,Canada,CAD,CAD,0,Normal Group
2023-01-01,11:00:00,ACC01010029,ACC01010030,7189.726737848489,ACH,Netherlands,Netherlands,EUR,EUR,0,Periodical
2023-07-15,00:00:00,ACC01012511,ACC01012513,277.77,Cross-border,Spain,Spain,EUR,EUR,0,Normal Group
2023-04-01,09:00:00,ACC01010651,ACC01010652,4430.6935353109275,ACH,Canada,Canada,CAD,CAD,0,Periodical
2023-09-28,03:00:00,ACC01011199,ACC01011200,3303.223264291956,Debit Card,United Kingdom,United Kingdom,GBP,GBP,0,Periodical
2023-12-01,00:00:00,ACC01013375,ACC01013377,2479.86,ACH,Germany,Germany,EUR,EUR,0,Normal Group
2023-03-02,08:00:00,ACC01010187,ACC01010188,7861.62166778181,Debit Card,France,France,EUR,EUR,0,Periodical
2023-03-19,00:13:00,ACC01001999,ACC01002000,630.67,Debit Card,Japan,Germany,JPY,EUR,0,Single Transaction
2023-04-01,10:00:00,ACC01009791,ACC01009792,562.2837668219868,ACH,Spain,Spain,EUR,EUR,0,Periodical
2023-08-06,00:00:00,ACC01011620,ACC01011621,4010.94,ACH,France,France,EUR,EUR,0,Normal Group
2023-01-01,09:00:00,ACC01010037,ACC01010038,9141.368651761191,ACH,Italy,Italy,EUR,EUR,0,Periodical
2023-05-31,23:00:00,ACC01011401,ACC01011402,6952.020563924515,Debit Card,Japan,Japan,JPY,JPY,0,Periodical
2023-01-31,15:00:00,ACC01011047,ACC01011048,7049.574951040495,Debit Card,Italy,Italy,EUR,EUR,0,Periodical
2023-08-26,00:00:00,ACC01013177,ACC01013178,4745.13,Cash,Spain,Spain,EUR,EUR,0,Normal Group
2023-04-20,00:00:00,ACC01013843,ACC01013847,7230.35,ACH,Canada,Canada,CAD,CAD,0,Normal Group
2023-07-28,00:00:00,ACC01014635,ACC01014637,599.33,Cross-border,United States,United States,USD,USD,0,Normal Group
2023-04-17,06:53:00,ACC01006499,ACC01006500,2481.64,Credit Card,Netherlands,Netherlands,EUR,EUR,0,Single Transaction
2023-06-06,20:44:00,ACC01007961,ACC01007962,3396.78,ACH,Italy,Australia,EUR,AUD,0,Single Transaction
2023-07-30,05:00:00,ACC01010671,ACC01010672,8321.102761867229,Debit Card,Germany,Germany,EUR,EUR,0,Periodical
2023-06-03,00:00:00,ACC01015580,ACC01015581,1439.23,Debit Card,Germany,Germany,EUR,EUR,0,Normal Group
2023-09-22,02:20:00,ACC01000977,ACC01000978,3216.45,ACH,United States,United States,USD,USD,0,Single Transaction
2023-06-30,13:00:00,ACC01010711,ACC01010712,1708.46897557166,Debit Card,United States,United States,USD,USD,0,Periodical
2024-01-08,00:00:00,ACC01011629,ACC01011631,1707.91,Cash,Canada,Canada,CAD,CAD,0,Normal Group
2023-05-12,00:00:00,ACC01011719,ACC01011721,3280.04,Credit Card,United States,United States,USD,USD,0,Normal Group
2023-12-31,00:00:00,ACC01014932,ACC01014933,3145.95,Debit Card,Canada,Canada,CAD,CAD,0,Normal Group
2023-01-01,07:00:00,ACC01011089,ACC01011090,7007.0278206425655,ACH,United Kingdom,United Kingdom,GBP,GBP,0,Periodical
2023-04-11,00:00:00,ACC01015652,ACC01015653,1037.92,Credit Card,Italy,Italy,EUR,EUR,0,Normal Group
2024-01-08,00:00:00,ACC01011755,ACC01011760,9218.12,Debit Card,United States,United States,USD,USD,0,Normal Group
2023-05-29,00:00:00,ACC01013582,ACC01013583,4263.83,Credit Card,United Kingdom,United Kingdom,GBP,GBP,0,Normal Group
2023-04-20,00:00:00,ACC01014401,ACC01014402,6372.42,Cheque,Canada,Canada,CAD,CAD,0,Normal Group
2023-02-28,00:00:00,ACC01012601,ACC01012602,3271.62,Debit Card,Spain,Spain,EUR,EUR,0,Normal Group
2023-01-12,14:48:00,ACC01001093,ACC01001094,4258.61,Cash,United States,Germany,USD,EUR,0,Single Transaction
2023-06-30,10:00:00,ACC01011269,ACC01011270,3436.671068204313,Debit Card,Germany,Germany,EUR,EUR,0,Periodical
2023-07-30,17:00:00,ACC01010767,ACC01010768,5464.110251738245,ACH,Germany,Germany,EUR,EUR,0,Periodical
2023-03-29,00:00:00,ACC01012718,ACC01012719,5786.4,Credit Card,United States,United States,USD,USD,0,Normal Group
2023-07-30,04:00:00,ACC01011267,ACC01011268,6000.08851114343,Debit Card,Italy,Italy,EUR,EUR,0,Periodical
2023-10-09,00:00:00,ACC01012196,ACC01012198,3043.62,Cheque,Netherlands,Netherlands,EUR,EUR,0,Normal Group
2023-12-05,07:47:00,ACC01000255,ACC01000256,2571.5,Debit Card,Italy,Canada,EUR,CAD,0,Single Transaction
2023-05-11,00:00:00,ACC01014797,ACC01014798,8908.94,Cheque,Germany,Germany,EUR,EUR,0,Normal Group
2023-05-07,10:29:00,ACC01007531,ACC01007532,3723.41,ACH,Spain,Italy,EUR,EUR,0,Single Transaction
2023-05-31,07:00:00,ACC01010999,ACC01011000,713.0533899358065,ACH,United States,United States,USD,USD,0,Periodical
2023-02-02,00:00:00,ACC01014626,ACC01014628,988.22,ACH,Australia,Australia,AUD,AUD,0,Normal Group
2023-12-28,00:00:00,ACC01015283,ACC01015286,2860.91,ACH,Netherlands,Netherlands,EUR,EUR,0,Normal Group
2023-03-24,00:00:00,ACC01015769,ACC01015770,158.13,ACH,France,France,EUR,EUR,0,Normal Group
2023-04-20,00:00:00,ACC01012556,ACC01012557,4868.37,Credit Card,United States,United States,USD,USD,0,Normal Group
2023-03-04,00:00:00,ACC01013807,ACC01013809,9699.4,Cash,Canada,Canada,CAD,CAD,0,Normal Group
2023-03-02,15:00:00,ACC01010501,ACC01010502,9120.33140323846,ACH,Australia,Australia,AUD,AUD,0,Periodical
2023-06-03,05:45:00,ACC01002861,ACC01002862,2336.25,Cash,Australia,Canada,AUD,CAD,0,Single Transaction
2024-01-06,00:00:00,ACC01015067,ACC01015069,9231.11,Debit Card,Australia,Australia,AUD,AUD,0,Normal Group
2023-09-03,10:38:00,ACC01001649,ACC01001650,199.53,Cheque,Spain,Canada,EUR,CAD,0,Single Transaction
2023-05-06,00:00:00,ACC01014914,ACC01014916,3239.42,ACH,United States,United States,USD,USD,0,Normal Group
2023-11-25,00:00:00,ACC01014023,ACC01014024,2004.68,Cheque,Japan,Japan,JPY,JPY,0,Normal Group
2023-03-13,00:00:00,ACC01012835,ACC01012843,433.05,Cross-border,Spain,Spain,EUR,EUR,0,Normal Group
2023-12-31,00:00:00,ACC01013771,ACC01013773,2458.47,Cross-border,Canada,Canada,CAD,CAD,0,Normal Group
2023-02-08,00:00:00,ACC01014248,ACC01014251,6920.85,Credit Card,Germany,Germany,EUR,EUR,0,Normal Group
2023-08-29,03:00:00,ACC01010885,ACC01010886,9049.017741497177,Debit Card,Canada,Canada,CAD,CAD,0,Periodical
2023-10-18,00:00:00,ACC01014293,ACC01014295,9150.5,Credit Card,Canada,Canada,CAD,CAD,0,Normal Group
2023-09-28,22:00:00,ACC01010205,ACC01010206,2374.038673610245,Debit Card,France,France,EUR,EUR,0,Periodical
2023-01-31,02:00:00,ACC01011361,ACC01011362,3760.135265106907,ACH,Netherlands,Netherlands,EUR,EUR,0,Periodical
2023-08-11,00:00:00,ACC01015400,ACC01015402,9534.33,Cash,United Kingdom,United Kingdom,GBP,GBP,0,Normal Group
2023-03-02,16:48:00,ACC01004985,ACC01004986,3155.78,Credit Card,France,Canada,EUR,CAD,0,Single Transaction
2023-01-31,13:00:00,ACC01009907,ACC01009908,9083.955808926568,ACH,Japan,Japan,JPY,JPY,0,Periodical
2023-07-05,00:00:00,ACC01014707,ACC01014708,2223.89,Cross-border,Australia,Australia,AUD,AUD,0,Normal Group
2023-07-30,07:00:00,ACC01011143,ACC01011144,3459.1368601596773,ACH,Italy,Italy,EUR,EUR,0,Periodical
2023-01-31,02:00:00,ACC01010195,ACC01010196,9179.516597058466,ACH,Canada,Canada,CAD,CAD,0,Periodical
2023-06-30,18:18:00,ACC01004417,ACC01004418,3153.06,Cross-border,Italy,Japan,EUR,JPY,0,Single Transaction
2023-12-11,00:00:00,ACC01013798,ACC01013800,1690.71,Cross-border,France,France,EUR,EUR,0,Normal Group
2023-03-13,00:00:00,ACC01012844,ACC01012847,7450.04,Credit Card,Spain,Spain,EUR,EUR,0,Normal Group
2023-08-10,00:00:00,ACC01011926,ACC01011930,7248.57,Cheque,Canada,Canada,CAD,CAD,0,Normal Group
2023-08-30,04:46:00,ACC01001027,ACC01001028,3123.06,Debit Card,United States,United Kingdom,USD,GBP,0,Single Transaction
2023-02-22,00:00:00,ACC01014248,ACC01014251,5343.88,Credit Card,Germany,Germany,EUR,EUR,0,Normal Group
2023-05-14,00:00:00,ACC01013645,ACC01013648,9384.89,Credit Card,Spain,Spain,EUR,EUR,0,Normal Group
2023-03-02,14:00:00,ACC01011135,ACC01011136,6911.913655768426,ACH,France,France,EUR,EUR,0,Periodical
2023-05-01,11:00:00,ACC01010077,ACC01010078,6167.471219215313,ACH,Netherlands,Netherlands,EUR,EUR,0,Periodical
2023-09-02,00:32:00,ACC01008073,ACC01008074,4291.4,Debit Card,Italy,Netherlands,EUR,EUR,0,Single Transaction
2023-08-19,13:20:00,ACC01003599,ACC01003600,631.99,Cheque,Italy,Canada,EUR,CAD,0,Single Transaction
2023-02-02,00:00:00,ACC01011845,ACC01011847,604.47,Cheque,Japan,Japan,JPY,JPY,0,Normal Group
2023-03-14,14:56:00,ACC01000367,ACC01000368,1657.2,Cash,Italy,United Kingdom,EUR,GBP,0,Single Transaction
2023-03-24,16:20:00,ACC01000319,ACC01000320,4724.38,Debit Card,Spain,France,EUR,EUR,0,Single Transaction
2023-03-02,01:00:00,ACC01011123,ACC01011124,5834.831648488523,ACH,Netherlands,Netherlands,EUR,EUR,0,Periodical
2023-02-19,00:00:00,ACC01015607,ACC01015612,5428.52,ACH,United Kingdom,United Kingdom,GBP,GBP,0,Normal Group
2023-01-31,02:00:00,ACC01009677,ACC01009678,3688.372594032437,Debit Card,Japan,Japan,JPY,JPY,0,Periodical
2023-05-29,00:00:00,ACC01013528,ACC01013530,9535.0,Cash,United States,United States,USD,USD,0,Normal Group
2023-03-05,00:00:00,ACC01012097,ACC01012099,386.8,Cross-border,France,France,EUR,EUR,0,Normal Group
2023-05-01,05:00:00,ACC01011219,ACC01011220,7188.832448482589,ACH,France,France,EUR,EUR,0,Periodical
2023-01-14,00:00:00,ACC01013753,ACC01013754,5310.9,Credit Card,Italy,Italy,EUR,EUR,0,Normal Group
2023-05-01,13:00:00,ACC01010155,ACC01010156,4717.305127287047,ACH,Australia,Australia,AUD,AUD,0,Periodical
2023-02-25,00:00:00,ACC01012151,ACC01012153,3541.0,Cross-border,United Kingdom,United Kingdom,GBP,GBP,0,Normal Group
2023-03-12,00:00:00,ACC01011710,ACC01011713,6682.76,Debit Card,Netherlands,Netherlands,EUR,EUR,0,Normal Group
2023-01-01,14:00:00,ACC01009743,ACC01009744,2240.6374590143528,ACH,Netherlands,Netherlands,EUR,EUR,0,Periodical
2023-04-06,06:17:00,ACC01004373,ACC01004374,2129.72,ACH,United Kingdom,Netherlands,GBP,EUR,0,Single Transaction
2023-02-26,00:00:00,ACC01014554,ACC01014556,9559.68,Cash,Germany,Germany,EUR,EUR,0,Normal Group
2023-05-01,17:00:00,ACC01010415,ACC01010416,2431.3986761210554,Debit Card,Japan,Japan,JPY,JPY,0,Periodical
2023-06-27,00:00:00,ACC01014113,ACC01014114,3213.07,Cash,United Kingdom,United Kingdom,GBP,GBP,0,Normal Group
2023-07-01,00:00:00,ACC01014212,ACC01014216,9251.25,Debit Card,Canada,Canada,CAD,CAD,0,Normal Group
2023-01-31,03:00:00,ACC01010095,ACC01010096,1433.607654634039,Debit Card,Germany,Germany,EUR,EUR,0,Periodical
2023-01-16,00:00:00,ACC01015571,ACC01015572,2890.5,Credit Card,United States,United States,USD,USD,0,Normal Group
2023-05-31,21:00:00,ACC01010957,ACC01010958,8942.73242704243,ACH,France,France,EUR,EUR,0,Periodical
2023-10-11,00:00:00,ACC01014347,ACC01014350,7702.5,ACH,United Kingdom,United Kingdom,GBP,GBP,0,Normal Group
2023-12-31,02:47:00,ACC01000753,ACC01000754,55.27,Credit Card,Germany,Spain,EUR,EUR,0,Single Transaction
2023-09-29,00:00:00,ACC01013447,ACC01013449,5616.34,Cash,Japan,Japan,JPY,JPY,0,Normal Group
2023-09-03,00:00:00,ACC01012628,ACC01012630,7100.89,Cash,Germany,Germany,EUR,EUR,0,Normal Group
2023-03-02,16:00:00,ACC01010027,ACC01010028,9536.009937135022,Debit Card,United Kingdom,United Kingdom,GBP,GBP,0,Periodical
2023-11-19,14:01:00,ACC01004905,ACC01004906,2395.22,Cash,Australia,United Kingdom,AUD,GBP,0,Single Transaction
2023-06-30,09:00:00,ACC01010127,ACC01010128,4289.248753985176,Debit Card,Australia,Australia,AUD,AUD,0,Periodical
2023-01-01,03:00:00,ACC01009821,ACC01009822,5636.553448167971,ACH,Japan,Japan,JPY,JPY,0,Periodical
2023-07-17,00:00:00,ACC01011701,ACC01011704,1927.88,Debit Card,United States,United States,USD,USD,0,Normal Group
2023-03-21,00:00:00,ACC01013411,ACC01013412,6891.8,Cheque,Germany,Germany,EUR,EUR,0,Normal Group
2023-07-25,00:00:00,ACC01014779,ACC01014781,2423.6,Cash,United Kingdom,United Kingdom,GBP,GBP,0,Normal Group
2023-12-03,00:00:00,ACC01015031,ACC01015032,6131.27,Cheque,Australia,Australia,AUD,AUD,0,Normal Group
2023-08-01,00:00:00,ACC01015688,ACC01015696,3373.47,Credit Card,Japan,Japan,JPY,JPY,0,Normal Group
2023-11-03,00:00:00,ACC01013357,ACC01013359,8394.55,Cross-border,United Kingdom,United Kingdom,GBP,GBP,0,Normal Group
2023-04-01,04:00:00,ACC01010677,ACC01010678,2460.2302327597645,Debit Card,Spain,Spain,EUR,EUR,0,Periodical
2023-11-27,00:00:00,ACC01013123,ACC01013129,6099.87,Credit Card,United Kingdom,United Kingdom,GBP,GBP,0,Normal Group
2023-01-01,02:00:00,ACC01010905,ACC01010906,6040.572695555681,ACH,United States,United States,USD,USD,0,Periodical
2023-10-02,00:00:00,ACC01013888,ACC01013892,9603.66,Credit Card,United States,United States,USD,USD,0,Normal Group
2023-10-05,00:00:00,ACC01011728,ACC01011729,3884.74,Cheque,United Kingdom,United Kingdom,GBP,GBP,0,Normal Group
2023-05-14,00:00:00,ACC01014491,ACC01014498,8469.93,Credit Card,Australia,Australia,AUD,AUD,0,Normal Group
2023-04-18,00:00:00,ACC01012592,ACC01012594,7947.07,Cross-border,France,France,EUR,EUR,0,Normal Group
2023-12-17,00:00:00,ACC01015346,ACC01015352,9748.66,Cross-border,United Kingdom,United Kingdom,GBP,GBP,0,Normal Group
2023-10-03,00:00:00,ACC01014203,ACC01014211,8212.99,Credit Card,United Kingdom,United Kingdom,GBP,GBP,0,Normal Group
